iern,school_id,linear_distance_km
2026-14931,300902,11.48755
2026-00110,134498,
2026-03681,500050,32.344399
2026-41987,128743,45.41835
2026-02771,304738,16.688719
2026-13073,105725,2.736835
2026-01516,135844,9.667344
2026-00127,217048,58.875014
2026-00348,134481,33.242964
2026-45102,501662,41.99769
2026-15116,159520,16.979028
2026-00314,252520,31.801829
2026-13067,105719,3.780197
2026-24802,302015,19.632238
2026-44734,130633,23.5058
2026-41947,128676,58.919194
2026-00447,134676,90.893669
2026-16880,107270,11.051783
2026-15589,501937,33.03565
2026-10457,100079,7.91013
2026-03428,132348,23.587049
2026-00120,134508,55.413044
2026-15775,106681,11.048145
2026-15082,106198,9.86513
2026-04117,132842,6.530459
2026-18244,108519,22.415272
2026-00158,217006,18.799089
2026-00009,134304,1.242729
2026-00226,217012,8.175874
2026-15816,307021,13.33851
2026-44186,130404,34.449
2026-44974,130853,13.712648
2026-43802,137135,34.486265
2026-23840,112381,28.556909
2026-18978,109132,115.73258
2026-44042,130229,14.183205
2026-25813,113749,14.457919
2026-03861,304916,36.121299
2026-40819,304118,6.643453
2026-23481,501737,8.464149
2026-14046,306813,23.672703
2026-15641,106571,24.173007
2026-06237,128070,182.274639
2026-43650,129853,86.690892
2026-41335,502780,6.540915
2026-21323,196031,52.846342
2026-17255,107601,37.289061
2026-34625,120641,27.416368
2026-13514,104764,15.307604
2026-15895,106850,37.467317
2026-42785,129545,24.566123
2026-43420,128851,41.351522
2026-26992,114812,21.263287
2026-03567,132563,24.124824
2026-18366,502667,68.638299
2026-41280,128209,3.519132
2026-02410,211507,10.066993
2026-06662,111472,4.813661
2026-19660,109676,6.927265
2026-41890,128651,66.823917
2026-44141,304505,54.781026
2026-18555,108776,43.213326
2026-15918,301015,49.758118
2026-19923,109358,2.060955
2026-43813,130030,63.716
2026-13406,300715,8.199968
2026-40053,127246,11.836559
2026-20296,108431,4.401301
2026-43775,129996,27.406898
2026-41268,128224,11.74168
2026-27271,115048,82.290598
2026-43674,129880,25.621476
2026-42937,306037,58.931108
2026-43721,304472,74.124744
2026-15033,300942,23.146372
2026-44173,130387,14.830852
2026-14565,300867,46.921691
2026-41039,128094,6.495666
2026-44631,130543,95.305356
2026-03502,132458,23.679478
2026-25702,113947,33.791621
2026-03496,132452,24.38188
2026-45630,304656,13.260362
2026-40221,127409,10.121083
2026-19261,109419,13.154191
2026-15496,106445,16.001089
2026-40224,127413,12.088922
2026-19003,109143,94.778448
2026-38763,122393,10.806078
2026-43967,304503,36.184043
2026-23848,173547,27.538881
2026-35646,303399,64.89783
2026-01353,135694,10.915506
2026-06508,111368,10.940546
2026-28282,116769,77.40994
2026-43977,130153,22.708619
2026-31698,118651,66.043744
2026-23305,301868,27.104725
2026-43231,128775,6.618629
2026-23880,112414,29.124553
2026-44056,130241,23.837765
2026-19286,306091,11.542521
2026-40550,127793,88.737852
2026-45001,130873,14.52844
2026-00179,134566,7.646295
2026-43670,305841,56.758401
2026-24696,300310,49.18756
2026-21100,303748,98.264614
2026-43085,305885,12.258224
2026-13410,501332,12.369026
2026-44386,130388,18.27571
2026-42832,129579,34.668123
2026-43021,304391,2.151452
2026-44679,306286,37.803558
2026-43760,129981,43.069112
2026-41523,128350,28.471682
2026-24626,112976,23.934632
2026-03483,132436,22.879076
2026-13160,104461,101.469501
2026-43723,102383,51.412599
2026-42204,316020,26.647965
2026-29854,117143,140.308604
2026-42755,304399,7.150408
2026-22608,501978,9.087261
2026-15586,307008,28.341961
2026-43860,130064,13.688124
2026-26574,177001,7.298125
2026-18962,109115,115.611124
2026-44391,130390,21.770374
2026-40828,127953,18.48678
2026-13093,104416,33.799805
2026-43745,207522,54.171516
2026-24289,309747,27.697625
2026-44143,305966,51.282225
2026-00098,318408,13.275021
2026-39903,127151,7.958783
2026-41470,128320,43.565168
2026-43709,305939,31.555742
2026-43431,304292,42.461394
2026-29284,116613,20.25796
2026-19765,500151,1.536928
2026-22472,125954,3.58025
2026-45512,281531,35.973953
2026-15094,106208,10.721001
2026-16663,104928,4.201078
2026-02626,131775,8.611724
2026-44963,316720,42.841488
2026-21414,125107,36.479736
2026-26161,302211,29.17696
2026-17357,107694,15.131345
2026-44310,129898,47.907078
2026-26603,500466,13.399995
2026-39787,500690,65.002607
2026-25555,113808,73.845525
2026-13472,300704,18.126906
2026-43755,502700,56.409527
2026-13485,104718,23.683426
2026-45498,131163,28.163743
2026-13836,300731,34.763973
2026-01363,135707,8.26603
2026-39062,126367,52.191301
2026-03499,132455,28.13863
2026-24794,113110,7.003269
2026-13496,306707,22.172421
2026-44164,502664,45.420152
2026-15076,106190,4.406418
2026-26230,310007,31.901058
2026-43766,129992,52.851992
2026-27867,115576,23.098119
2026-18647,301327,63.81883
2026-15714,106631,14.016258
2026-22446,303882,6.748268
2026-40904,315409,6.285845
2026-39487,314921,36.654837
2026-43463,128877,85.405888
2026-41144,304166,13.44402
2026-44468,130528,84.431726
2026-15773,106679,23.358899
2026-42443,501081,48.542478
2026-45100,500633,26.277123
2026-19061,109193,23.476234
2026-43455,128890,73.392121
2026-22625,126058,6.411345
2026-25428,309907,45.534188
2026-19122,109269,33.608222
2026-39591,121094,71.606447
2026-44059,207567,27.517152
2026-17851,301167,11.112791
2026-16236,107098,8.121057
2026-44172,130386,15.09396
2026-01122,501757,49.895666
2026-43947,130119,13.819618
2026-18567,108785,83.872234
2026-11001,102861,114.144494
2026-04367,281004,16.0915
2026-41378,127675,2.937847
2026-43822,316546,67.319632
2026-22503,125979,1.531738
2026-19559,301480,7.815521
2026-03410,132331,7.629837
2026-21406,125099,32.1231
2026-43743,137273,57.772829
2026-44902,304558,23.091923
2026-37233,122859,14.028071
2026-45556,131295,17.576129
2026-43770,304427,39.267944
2026-25998,114114,20.38745
2026-17265,107621,41.084139
2026-44149,130353,48.543989
2026-44682,500273,33.480525
2026-19921,109351,2.922709
2026-15335,106327,27.675253
2026-44298,129847,74.408444
2026-11988,155514,22.013157
2026-36709,122661,66.923261
2026-25982,302244,9.756517
2026-30890,117979,18.330975
2026-40812,127941,9.721257
2026-39958,137335,56.635153
2026-03680,305747,34.292143
2026-22549,198002,7.110642
2026-43732,129966,51.15059
2026-19482,109526,23.230818
2026-18266,502059,24.472102
2026-18654,301388,75.01521
2026-41508,128339,31.084816
2026-43376,304314,4.20009
2026-19627,109654,6.218331
2026-44685,500294,33.789627
2026-39841,502349,46.968537
2026-02662,212015,30.648908
2026-45749,131402,6.395257
2026-21717,502416,22.87637
2026-24368,309748,9.288853
2026-43100,129643,4.107133
2026-40839,127962,6.46934
2026-44104,304474,81.883376
2026-20093,500496,5.834103
2026-03582,132443,26.789923
2026-45312,131073,46.743654
2026-18853,109015,37.919847
2026-43237,128781,10.826629
2026-26282,114347,38.130221
2026-39006,126314,81.765829
2026-16691,106070,1.535709
2026-44674,208019,36.757224
2026-03514,304833,21.206836
2026-14768,306954,18.451535
2026-20030,301113,7.098009
2026-22030,125607,40.381952
2026-45091,136941,46.094297
2026-44066,130247,22.361003
2026-43666,304413,58.07493
2026-41169,128188,13.540654
2026-15902,500506,39.491408
2026-15629,106559,22.239054
2026-36911,123069,30.507508
2026-36898,122466,63.071715
2026-26592,114577,5.451466
2026-40434,127661,33.010403
2026-13060,500632,10.196866
2026-44250,129859,60.283463
2026-17119,107467,32.999951
2026-13773,300727,11.589657
2026-44112,130293,81.911739
2026-41564,128381,36.781471
2026-02798,132010,63.481892
2026-22094,125661,23.123597
2026-02888,131981,26.312984
2026-13283,104544,14.771888
2026-15784,300979,18.500997
2026-41147,304169,4.829648
2026-25802,302145,40.485579
2026-06294,127200,374.251009
2026-13756,104999,6.995714
2026-19789,301506,2.004356
2026-43932,304457,16.142045
2026-05743,301720,330.576028
2026-41124,128152,4.435565
2026-15780,106688,16.492898
2026-21816,125433,32.926911
2026-40879,127991,0.110368
2026-08687,100961,26.001103
2026-44357,130178,67.592153
2026-15522,106468,12.753097
2026-45738,131383,5.907563
2026-45609,131280,4.377162
2026-24666,113010,16.223964
2026-21370,125071,17.790912
2026-20087,109259,3.703411
2026-45426,131179,74.957496
2026-01375,305161,16.954837
2026-03957,132593,59.34047
2026-17912,108211,16.602362
2026-19002,109142,103.524534
2026-45175,130956,39.068054
2026-02477,131428,32.484172
2026-45085,130836,34.768528
2026-15425,160002,35.901208
2026-13517,104767,16.676442
2026-14063,105230,54.55362
2026-18851,301376,50.516431
2026-44773,100623,37.968471
2026-13226,104512,41.028357
2026-41573,128392,32.959739
2026-18859,109023,91.511388
2026-18546,108765,40.747445
2026-00366,324202,20.881552
2026-40270,501883,18.593412
2026-21807,125424,30.678065
2026-16486,500556,7.754253
2026-42263,205024,24.278787
2026-44080,130259,30.059041
2026-03263,304786,8.415428
2026-03501,132457,29.592273
2026-43788,130007,29.525483
2026-41166,128181,1.6283
2026-44359,130199,65.647001
2026-17494,301130,32.050175
2026-13715,104972,12.897979
2026-19330,109495,9.338904
2026-16584,502031,1.957347
2026-36738,122688,51.365921
2026-19084,109211,91.956451
2026-25577,113826,58.262271
2026-44482,130563,20.961005
2026-45037,130901,21.412674
2026-41185,501205,9.443534
2026-42235,129023,20.5914
2026-20119,107880,3.166205
2026-25582,113831,59.955124
2026-06052,309116,123.978689
2026-24541,112919,4.989074
2026-36569,122512,53.737166
2026-38837,303419,12.860663
2026-02340,304688,43.049071
2026-19430,342570,19.119029
2026-15658,106583,19.788607
2026-17071,107429,17.718505
2026-16578,104565,2.044794
2026-40960,128076,10.149154
2026-03535,132533,13.964028
2026-42377,205512,61.986432
2026-22536,303896,0.287599
2026-26305,114364,40.991987
2026-26252,114323,47.473557
2026-25503,113770,30.345744
2026-44387,305949,17.173691
2026-26406,114445,1.705832
2026-20079,109251,3.69272
2026-17414,301140,20.003442
2026-03108,132121,5.113701
2026-40164,201017,33.887507
2026-03988,132880,22.226241
2026-25162,309901,36.293919
2026-02881,317418,28.212292
2026-04178,132398,22.163658
2026-44864,502387,32.983102
2026-19181,109039,117.646397
2026-16587,104554,2.188651
2026-04253,132491,7.8825
2026-45105,501997,25.268183
2026-24476,112879,22.059169
2026-00750,135192,18.752016
2026-04402,502749,8.409623
2026-09274,101493,1.565971
2026-17055,107408,50.877865
2026-21765,125392,15.048515
2026-00037,318413,10.717926
2026-36606,303532,68.45336
2026-39579,199501,66.111318
2026-03264,317607,16.984369
2026-40132,127332,16.407072
2026-00771,135227,26.359487
2026-18197,164522,24.934448
2026-44413,500289,14.322742
2026-17861,137225,16.928695
2026-39089,115209,83.360583
2026-26661,111814,2.695766
2026-39034,126327,62.901066
2026-16596,104862,3.842942
2026-21744,125377,15.020745
2026-19468,109501,23.747853
2026-15542,501837,10.736661
2026-45724,131408,3.562837
2026-19316,301442,17.294592
2026-14947,106059,18.935058
2026-04361,131528,10.972919
2026-15689,106610,20.88844
2026-40153,127348,32.561051
2026-04143,304810,2.882004
2026-39308,126692,52.288862
2026-45704,131382,3.897827
2026-44426,500261,36.644879
2026-40310,127546,23.132146
2026-12807,501614,4.151435
2026-15552,300966,13.590165
2026-20932,124733,201.221454
2026-37775,303612,41.300585
2026-21586,125241,30.370687
2026-03209,304778,11.73914
2026-14977,306949,18.499029
2026-15211,137270,2.703658
2026-26171,114256,17.762586
2026-40233,127424,14.085431
2026-04934,110294,127.532497
2026-13309,501621,19.562874
2026-15324,106315,23.850202
2026-28172,115835,9.899717
2026-15672,106597,17.360873
2026-24701,309771,29.456312
2026-40060,127255,11.163288
2026-22640,126070,3.892874
2026-26048,114152,45.515368
2026-42808,129557,0.203834
2026-43380,305680,1.429381
2026-42427,129219,57.887498
2026-28064,115746,19.06181
2026-44708,501701,29.317199
2026-40974,501400,14.05399
2026-25326,113553,39.01061
2026-02692,131870,38.739121
2026-12692,500109,10.339064
2026-17691,108049,27.369355
2026-11768,300526,79.753233
2026-07664,100041,36.41162
2026-06601,111442,44.566026
2026-23580,112186,14.588456
2026-40756,127732,59.839088
2026-19493,109545,0.04827
2026-04265,305482,11.19197
2026-15826,502931,3.611881
2026-10960,102823,32.04791
2026-44725,305610,58.291125
2026-02301,131416,27.051625
2026-45346,131101,12.173248
2026-42646,129445,20.762696
2026-25910,114038,37.657161
2026-38860,303360,18.325807
2026-16352,107175,5.56056
2026-19731,109730,2.726928
2026-16317,107153,2.161852
2026-25590,302118,59.225719
2026-25143,113382,28.301753
2026-18565,108782,83.061815
2026-45391,501241,47.479424
2026-20088,109260,3.907921
2026-21939,125535,55.554343
2026-13486,104719,24.773234
2026-03376,132257,1.710536
2026-13443,300717,11.676802
2026-18422,108668,83.817268
2026-00130,217069,62.296268
2026-04350,131521,5.579677
2026-15174,502153,21.936424
2026-16226,301046,4.382025
2026-18068,108355,10.775467
2026-25887,114023,34.316986
2026-14301,105444,36.326656
2026-13591,300736,9.902313
2026-15374,160005,32.330981
2026-40248,127477,20.374278
2026-19072,109199,78.527545
2026-02819,131722,58.478099
2026-18300,108562,101.09948
2026-02398,131543,26.273434
2026-11898,103665,72.207388
2026-22860,126256,59.157938
2026-20085,109257,1.130518
2026-08360,100668,53.791222
2026-08538,340822,26.249952
2026-20082,109254,4.040753
2026-03912,132936,11.042919
2026-41248,128214,1.23226
2026-24209,302040,29.346013
2026-40793,127658,38.823277
2026-20689,303681,34.409514
2026-04062,235003,14.876486
2026-09096,101350,43.85955
2026-40382,127315,49.715286
2026-18744,108934,103.715575
2026-34425,120553,10.831319
2026-15393,306089,30.00924
2026-39711,126975,44.118498
2026-40800,201512,46.614908
2026-38928,126547,13.539458
2026-19841,109820,5.196074
2026-17213,107557,28.301824
2026-18340,108599,76.23076
2026-15261,159513,3.522992
2026-19658,109673,7.470346
2026-14256,501816,18.536352
2026-06627,111465,54.26924
2026-40321,304038,24.317054
2026-36639,501925,79.930333
2026-07704,100072,27.694196
2026-13150,300689,31.952302
2026-16446,300971,1.915853
2026-40186,127377,30.068495
2026-21648,125292,44.89126
2026-22760,126166,19.022872
2026-36896,122462,65.934372
2026-26639,305750,10.679625
2026-17228,301082,22.641199
2026-02326,304692,30.887033
2026-15302,159531,21.185555
2026-20255,107953,3.057018
2026-45497,131161,26.23341
2026-13318,104613,12.135852
2026-44417,130443,40.360196
2026-18964,109117,112.035512
2026-44440,130502,60.992967
2026-42284,129081,25.869959
2026-03252,132205,9.732841
2026-15329,106321,21.165429
2026-44539,304519,10.957915
2026-18820,301333,109.384487
2026-39467,126642,38.039886
2026-15961,305574,20.374612
2026-40275,127515,28.153938
2026-15506,106455,17.984183
2026-43164,129787,4.720364
2026-19345,109509,16.97818
2026-39246,126602,48.135488
2026-04075,340306,3.773224
2026-02562,212001,28.823969
2026-16684,502880,4.267507
2026-15238,106127,23.532269
2026-39780,200514,65.303629
2026-05299,301611,18.564197
2026-25336,302154,53.238221
2026-14644,300814,15.893247
2026-16540,105537,6.41103
2026-00141,134524,596.446327
2026-45706,131386,9.427256
2026-00206,134631,14.371079
2026-22437,125927,7.887627
2026-41005,128037,13.874499
2026-39633,303993,10.46978
2026-00140,134523,15.567505
2026-25252,113479,13.824415
2026-36581,122522,72.281162
2026-16764,104759,1.327636
2026-22345,125859,5.127139
2026-29748,302612,100.308893
2026-15139,300922,12.922226
2026-06400,111282,51.912107
2026-39515,124767,58.08374
2026-17856,108172,16.064983
2026-04287,212021,8.967007
2026-14352,105485,26.901435
2026-17695,301178,14.377191
2026-38896,501852,4.809744
2026-04236,304825,15.581722
2026-05814,306211,218.337287
2026-39312,126699,54.558652
2026-18203,108487,15.910417
2026-14974,306905,20.739857
2026-21508,314216,31.903294
2026-32843,502121,59.179782
2026-39068,126369,14.96728
2026-09107,101362,50.203075
2026-05039,110353,73.405927
2026-16643,240004,2.800549
2026-13284,104545,18.506257
2026-24664,113008,16.436016
2026-26442,306333,0.150652
2026-22273,125804,22.386611
2026-24358,112782,14.823901
2026-18735,108924,92.262762
2026-02396,131541,22.079046
2026-03249,132204,6.167826
2026-39025,199537,86.966102
2026-40565,127810,29.33805
2026-40305,127541,21.460216
2026-21944,303825,45.712233
2026-43311,128727,8.614835
2026-42398,129193,25.131233
2026-25830,113932,88.134413
2026-07147,305390,10.181188
2026-10511,102330,21.323828
2026-41101,304155,18.951148
2026-29019,116405,37.424997
2026-17622,301213,18.979467
2026-19184,301344,119.411097
2026-20157,342588,5.757585
2026-40109,127308,52.02293
2026-39095,126397,65.085736
2026-41048,500697,7.100619
2026-45187,209032,30.628394
2026-45576,131301,17.203682
2026-42414,129205,98.639088
2026-45760,131228,8.356917
2026-37243,122868,3.387351
2026-42564,129327,25.391831
2026-22769,126176,25.040297
2026-01694,135985,25.882849
2026-18251,108526,36.368962
2026-00339,134468,30.403328
2026-45520,131272,0.280147
2026-21236,124971,28.939561
2026-44713,130469,50.61838
2026-18359,301339,61.972451
2026-22435,125925,7.311016
2026-26025,114135,27.714671
2026-16039,301031,52.337518
2026-20179,108215,3.899721
2026-04093,132634,9.038613
2026-43938,103590,9.944045
2026-03342,132294,3.024349
2026-39162,303960,71.398024
2026-40152,127347,32.637486
2026-20081,109253,3.247341
2026-40402,201511,23.889724
2026-37468,123010,49.790117
2026-17649,108015,5.636467
2026-43255,304232,8.890863
2026-20889,124696,42.796162
2026-23836,112377,27.138492
2026-39999,127235,44.166787
2026-00112,134500,54.238436
2026-40977,128069,8.863157
2026-39333,199541,44.305675
2026-39387,127041,39.576874
2026-41204,500402,10.51697
2026-44535,130419,5.56588
2026-18833,502447,43.062536
2026-41223,127473,12.473
2026-02424,131457,43.388735
2026-20863,124670,28.996003
2026-17931,108264,24.994642
2026-44418,130449,34.596563
2026-23120,111793,35.348514
2026-30457,500039,11.673556
2026-22321,303865,24.73529
2026-16641,104899,6.264425
2026-38907,126560,14.283059
2026-40021,127120,16.718076
2026-42602,129363,29.508836
2026-44498,304542,37.128204
2026-17437,107823,49.518961
2026-26476,306332,7.058934
2026-21496,125170,33.214127
2026-11149,300468,31.972361
2026-39059,126362,55.749303
2026-25480,113741,14.044038
2026-04262,132510,10.887757
2026-15068,300921,9.710843
2026-45483,500765,11.018891
2026-38945,314905,20.524453
2026-04113,132838,5.014498
2026-20061,109233,13.85441
2026-04137,132320,3.621348
2026-42923,305653,46.957195
2026-36832,122765,36.860852
2026-02408,131550,14.1058
2026-18648,301328,58.17729
2026-39899,127147,7.977077
2026-18884,109053,48.645759
2026-45383,131131,47.377617
2026-18364,308021,70.483099
2026-44767,316705,10.886976
2026-45773,131236,0.958447
2026-03955,132589,60.645503
2026-45616,131282,5.196072
2026-38924,502738,19.898172
2026-21661,125305,44.939505
2026-23581,112187,25.752445
2026-04322,212012,22.180042
2026-39500,126665,39.27258
2026-40121,127321,20.949519
2026-18657,108859,15.362873
2026-16808,107923,2.417749
2026-16595,502345,0.941475
2026-24066,112562,68.194202
2026-32217,119082,49.362435
2026-04300,131639,9.354006
2026-44618,316606,55.170656
2026-40563,127807,34.735592
2026-09489,300176,24.983775
2026-02307,131423,23.917779
2026-05152,170028,107.624074
2026-25991,114107,19.752702
2026-36563,122506,54.843558
2026-22296,125817,33.561463
2026-19297,165503,20.497254
2026-03250,304782,5.449092
2026-18240,108514,28.625048
2026-45198,209020,23.779193
2026-13492,104727,20.495503
2026-36831,122764,36.871287
2026-04389,132972,1.934208
2026-10306,300398,2.346949
2026-16608,104877,5.3568
2026-17943,342359,14.249142
2026-42362,129169,69.385411
2026-17857,108173,16.292023
2026-39253,126609,49.037453
2026-04905,110268,99.329444
2026-45591,131320,10.277553
2026-45551,131311,2.732064
2026-21874,125479,16.52007
2026-40059,127254,10.949475
2026-17895,108197,30.330278
2026-02464,131560,16.457712
2026-40370,127292,53.222794
2026-45689,500304,0.757323
2026-41027,128082,3.343528
2026-14645,300857,10.442388
2026-34489,323003,6.181801
2026-13051,260501,7.768591
2026-38938,503036,19.162707
2026-44503,500837,36.408986
2026-31143,312319,27.062173
2026-16597,104864,3.7165
2026-39098,126400,82.903308
2026-02374,211508,30.648475
2026-23589,112195,25.793943
2026-23891,173543,31.310124
2026-13265,104531,8.532172
2026-19706,109713,0.616236
2026-30205,302700,17.36584
2026-45747,211001,10.312649
2026-45146,130946,61.469485
2026-39773,127032,57.324863
2026-39199,126507,29.291663
2026-38996,303952,23.558441
2026-03327,132251,20.48608
2026-44528,102394,13.112461
2026-18135,301226,14.371529
2026-02977,131918,65.436016
2026-25565,113818,83.937283
2026-39321,126705,42.06962
2026-15765,106671,22.387283
2026-15622,106555,26.458759
2026-45710,317203,5.969442
2026-16149,107025,5.55706
2026-44576,130488,83.407272
2026-26449,114477,1.449577
2026-40297,304051,26.373194
2026-14900,300890,24.098315
2026-29058,302517,40.576463
2026-13398,104665,8.677915
2026-44446,501280,66.744481
2026-40242,501236,5.548464
2026-04349,131517,0.655708
2026-22656,126083,2.346522
2026-24900,302073,19.056935
2026-44518,304539,33.022461
2026-03232,132189,10.677291
2026-13371,305814,33.444406
2026-39795,127039,14.926679
2026-02393,131538,20.829028
2026-39102,126404,77.077342
2026-04317,131641,14.293154
2026-24818,113121,31.750346
2026-15392,300973,31.359049
2026-11877,103648,34.163774
2026-45761,131229,4.383961
2026-36483,122422,44.705129
2026-15087,106201,9.091871
2026-22906,301878,17.680608
2026-45275,501693,66.079516
2026-16462,300970,3.243568
2026-17282,305473,38.651834
2026-02453,211501,23.703994
2026-05093,301641,89.683854
2026-19080,109207,91.430295
2026-38793,121093,3.431796
2026-20074,502681,9.725932
2026-43422,128853,49.715504
2026-21609,196046,22.369716
2026-02436,131475,37.63104
2026-04183,304822,22.092127
2026-17735,108076,6.176804
2026-25320,113543,34.235655
2026-16167,107058,1.378332
2026-39334,314912,49.525193
2026-13334,104622,22.572126
2026-40025,137093,27.727905
2026-40628,127864,54.766991
2026-19779,308602,2.946549
2026-23819,302059,21.637651
2026-20133,301171,1.172457
2026-18239,108513,34.01828
2026-25077,113328,3.800808
2026-40123,127323,19.383978
2026-45824,306439,8.155388
2026-25280,302112,64.033505
2026-25230,113455,55.497722
2026-02534,131694,33.377096
2026-40226,127416,7.302351
2026-36711,122664,72.352542
2026-44524,500839,36.42286
2026-25374,113602,32.460547
2026-26006,310004,26.000017
2026-44522,500825,31.706485
2026-30636,305932,21.898701
2026-27942,302395,3.953078
2026-22875,126208,4.0269
2026-16290,301058,2.536235
2026-42085,128818,18.386651
2026-22556,198016,3.520934
2026-45574,306097,18.838455
2026-39543,126811,62.445622
2026-15386,106361,32.036656
2026-40487,127737,63.418957
2026-18247,108522,28.348507
2026-21909,303781,49.679849
2026-13280,104541,20.464113
2026-09952,102027,6.074811
2026-13362,104648,32.492039
2026-23333,112022,48.314647
2026-34436,234003,13.764331
2026-29454,302737,1.962487
2026-39697,126962,5.798486
2026-18858,109019,97.449995
2026-19965,301421,10.751061
2026-16309,307503,6.381842
2026-42547,129319,20.433409
2026-18051,307937,8.858377
2026-22427,125918,2.568796
2026-02474,317315,15.812758
2026-22122,125678,61.66943
2026-18443,108680,25.850975
2026-23228,111926,34.009644
2026-13273,104539,1.732567
2026-03922,317903,6.832378
2026-23488,112115,54.712331
2026-04213,304836,12.311004
2026-02335,131452,38.126129
2026-44611,130516,54.383434
2026-02539,317423,34.506236
2026-14943,106050,17.004296
2026-03858,214503,36.893344
2026-19236,109389,27.24353
2026-13332,502490,16.344088
2026-43163,129786,4.334246
2026-25481,113742,6.452069
2026-16651,500636,1.600335
2026-45711,317205,9.510484
2026-14255,306815,21.467071
2026-26375,114425,1.649234
2026-17678,301176,17.115476
2026-09401,101589,24.918117
2026-45292,131064,45.433307
2026-02363,211504,6.276095
2026-02442,304693,40.39004
2026-13170,104464,7.158183
2026-45212,131007,7.976274
2026-18137,307910,13.520854
2026-25011,113272,31.346917
2026-44347,207552,32.10292
2026-12319,104044,19.538969
2026-19309,109468,15.96981
2026-18718,108914,20.389131
2026-18934,109093,134.369123
2026-19000,109140,114.091724
2026-43209,129816,3.070517
2026-43013,129695,1.742039
2026-40979,128072,7.000121
2026-16199,107110,1.202231
2026-36730,122680,47.493287
2026-33669,119946,2.504085
2026-16263,301056,2.155682
2026-25349,113577,72.216116
2026-19911,301457,0.668895
2026-39505,314911,47.474595
2026-21766,125393,22.472234
2026-35998,191523,43.041106
2026-45471,209014,11.44344
2026-39285,314901,33.769539
2026-19566,109613,4.766508
2026-11929,103696,42.746351
2026-07172,305717,4.060789
2026-25223,302144,12.838058
2026-02193,136403,0.894422
2026-16753,306712,3.454411
2026-40009,127061,26.199383
2026-25892,114028,36.487706
2026-45372,501678,62.89933
2026-25908,114036,40.948401
2026-18358,301304,69.668773
2026-24649,502557,32.440403
2026-40052,127245,11.097915
2026-21366,125067,18.263456
2026-03186,132142,22.006312
2026-25501,113768,28.91003
2026-22118,125674,48.890648
2026-45468,131203,9.490866
2026-45565,210013,14.754857
2026-44563,304536,23.601843
2026-22505,125982,1.147058
2026-16497,106718,8.59282
2026-16060,301023,38.576445
2026-23010,111700,15.404156
2026-21950,125540,
2026-41346,502782,2.172711
2026-40314,127551,25.12948
2026-17069,107427,19.297769
2026-18054,108346,18.113278
2026-27226,502199,41.983098
2026-17500,307721,31.945228
2026-01002,135399,40.30515
2026-16580,305944,3.152568
2026-45494,131156,22.945814
2026-20199,164512,2.127415
2026-02331,131448,37.381705
2026-08260,150504,63.529333
2026-39240,126596,40.641216
2026-18865,109032,94.575536
2026-45206,131002,13.983179
2026-22029,125606,38.466205
2026-04160,132369,26.144796
2026-17885,342292,1.033077
2026-03721,132721,86.881489
2026-45388,304604,46.219726
2026-22017,125594,41.410022
2026-16707,106076,7.269679
2026-39642,126913,3.569339
2026-45334,131090,6.46138
2026-03184,132140,16.375803
2026-40935,315504,8.217411
2026-26041,114145,43.415155
2026-44549,130584,22.832471
2026-40088,127275,23.594869
2026-40331,127564,28.780942
2026-39512,118526,56.22175
2026-45414,209030,21.561159
2026-44551,130587,20.024156
2026-19194,301433,4.797747
2026-41090,304144,15.252195
2026-04652,110058,15.861874
2026-15166,106270,12.019657
2026-15745,106654,36.591374
2026-41015,128028,2.165027
2026-45485,131013,17.334963
2026-13157,104458,93.509323
2026-39814,127056,34.791339
999289,999289,
2026-05813,305625,224.992002
2026-30266,117507,9.957459
2026-09376,300186,29.972859
2026-17384,107741,37.701063
2026-23163,111870,27.825968
2026-14022,105197,25.276191
2026-21992,125576,38.21324
2026-44560,208044,27.502155
2026-13236,300696,41.120616
2026-36595,122540,68.029161
2026-22882,126167,25.899119
2026-19301,308121,20.345164
2026-03815,502466,125.569843
2026-03603,132576,63.679501
2026-26648,114598,6.282184
2026-45370,500723,67.93718
2026-03932,132733,66.672288
2026-18729,108918,101.237646
2026-28230,115885,9.178623
2026-11699,103498,24.659108
2026-40930,128013,2.838837
2026-19150,308035,34.014701
2026-45309,131070,53.105926
2026-41042,128099,14.227115
2026-20877,124681,55.915781
2026-23536,301891,0.799296
2026-20872,124676,42.557994
2026-45578,131306,12.502995
2026-36593,122534,66.655318
2026-15755,300985,37.968704
2026-14321,306831,44.131323
2026-02365,317320,10.398057
2026-04222,132513,16.706996
2026-39386,126776,30.851165
2026-44654,130554,11.090637
2026-15065,300872,12.740503
2026-25865,114000,35.009252
2026-19836,109815,2.53603
2026-39852,127092,54.013649
2026-19275,109435,12.591385
2026-18010,342352,21.084353
2026-31938,118817,66.013272
2026-39054,126354,51.805134
2026-34461,120429,14.311947
2026-26631,114614,1.474739
2026-45264,137140,14.063475
2026-25425,302120,37.862942
2026-02997,131846,5.521725
2026-13146,104447,27.270775
2026-16418,321301,8.285465
2026-45478,131212,11.391994
2026-18383,308016,26.620327
2026-00317,252542,40.481455
2026-25180,113406,34.674838
2026-19411,165508,23.381608
2026-19350,109519,16.851535
2026-28130,115803,46.985367
2026-18885,109054,52.582137
2026-03152,132061,4.924021
2026-22290,501386,18.755303
