region,province,company,sector,industry,longitude,latitude,coordinates
NCR,Metro Manila,METAL ONE CORPORATION (MANILA BRANCH),Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.0164423,14.5580686,"14.5580686,121.0164423"
NCR,Metro Manila,TCT ALLIANCE INTERNATIONAL INC.,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.0162631,14.5556703,"14.5556703,121.0162631"
NCR,Metro Manila,BETHANY TRUCKING CORP.,Transportation,Land Transport and Transport Via Pipelines,121.016206,14.6164873,"14.6164873,121.016206"
NCR,Metro Manila,"MAKATI NORTH HOTEL VENTURES, INC.",Food Establishments,Accommodation,121.0160605,14.5600966,"14.5600966,121.0160605"
NCR,Metro Manila,"UNLIMITED CARGO EXPRESS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0159234,14.4660462,"14.4660462,121.0159234"
NCR,Metro Manila,"HARBOR STAR SHIPPING SERVICES, INC.",Transportation,Water Transport,121.0158688,14.5414705,"14.5414705,121.0158688"
NCR,Metro Manila,MMG FORWARDING CORP.,Transportation,Warehousing and Support Activities for Transportation,121.0155462,14.5548861,"14.5548861,121.0155462"
NCR,Metro Manila,"SGS PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0154566,14.5471409,"14.5471409,121.0154566"
NCR,Metro Manila,SKF PHILIPPINES INC.,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.01541,14.547131,"14.547131,121.01541"
NCR,Metro Manila,LEGASPI IMPORT & EXPORT CORPORATION (SOLID STATE MULTI-PRODUCTS CORP.),Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.0153797,14.5558706,"14.5558706,121.0153797"
NCR,Metro Manila,"SORIAMONT STEAMSHIP AGENCIES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.015332,14.558615,"14.558615,121.015332"
NCR,Metro Manila,"PTC AGENCY & TRANSPORT, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0150864,14.5640429,"14.5640429,121.0150864"
NCR,Metro Manila,"MANCAREX, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0150444,14.5555321,"14.5555321,121.0150444"
NCR,Metro Manila,CBL COURIER EXPRESS INTERNATIONAL INC.,Transportation,Warehousing and Support Activities for Transportation,121.0148854,14.5415719,"14.5415719,121.0148854"
NCR,Metro Manila,"TRANSWORLD TRADING CO., INC.",Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.014662,14.556658,"14.556658,121.014662"
NCR,Metro Manila,INFINITY LOGISTICS PHILIPPINES CO.,Transportation,Warehousing and Support Activities for Transportation,121.01446,14.569674,"14.569674,121.01446"
NCR,Metro Manila,MANILA 188 INTERNATIONAL FREIGHT FORWARDERS INC.,Transportation,Warehousing and Support Activities for Transportation,121.0144449,14.5419647,"14.5419647,121.0144449"
NCR,Metro Manila,SEABOARD EASTERN INSURANCE,Transportation,Warehousing and Support Activities for Transportation,121.0143962,14.5585716,"14.5585716,121.0143962"
NCR,Metro Manila,JUGRO TRANSPORT INTERNATIONAL PHILS. CORP.,Transportation,Warehousing and Support Activities for Transportation,121.0143798,14.5714073,"14.5714073,121.0143798"
NCR,Metro Manila,ASAP BROKERAGE CORP.,Transportation,Warehousing and Support Activities for Transportation,121.014111,14.565765,"14.565765,121.014111"
NCR,Metro Manila,"AALIYAH DELICATESSEN AND COLD STORAGE, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0139863,14.5622377,"14.5622377,121.0139863"
NCR,Metro Manila,"AALIYAH DELICATESSEN AND COLD STORAGE, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0139863,14.5622377,"14.5622377,121.0139863"
NCR,Metro Manila,"M.D.M. LOGISTICS PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.013348,14.5498291,"14.5498291,121.013348"
NCR,Metro Manila,BULKTRANS CORP.,Transportation,Water Transport,121.013325,14.549721,"14.549721,121.013325"
NCR,Metro Manila,BULKTRANS CORP.,Transportation,Warehousing and Support Activities for Transportation,121.013325,14.549721,"14.549721,121.013325"
NCR,Metro Manila,"SAFETYLINK INTERNATIONAL CARGO LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0133024,14.5497913,"14.5497913,121.0133024"
NCR,Metro Manila,ICS TRANSLINK (PHILS.) INC.,Transportation,Warehousing and Support Activities for Transportation,121.013302,14.5497934,"14.5497934,121.013302"
NCR,Metro Manila,"SEASWIFT INTERNATIONAL  PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0132885,14.5497045,"14.5497045,121.0132885"
NCR,Metro Manila,U-OCEAN INC.,Transportation,Warehousing and Support Activities for Transportation,121.013267,14.509766,"14.509766,121.013267"
NCR,Metro Manila,"JUNNA LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0132599,14.5796057,"14.5796057,121.0132599"
NCR,Metro Manila,S&L FINE FOODS INC.,Transportation,Warehousing and Support Activities for Transportation,121.0131418,14.56277702,"14.5627770214559,121.01314179386"
NCR,Metro Manila,S&L FINE FOODS INC.,Transportation,Warehousing and Support Activities for Transportation,121.0131203,14.56279779,"14.5627977897502,121.013120336188"
NCR,Metro Manila,STAMM INTERNATIONAL INC.,Transportation,Warehousing and Support Activities for Transportation,121.0130702,14.5439729,"14.5439729,121.0130702"
NCR,Metro Manila,STAMM INTERNATIONAL INC.,Transportation,Warehousing and Support Activities for Transportation,121.0130702,14.5439729,"14.5439729,121.0130702"
NCR,Metro Manila,"K. MAEZONO LOGITECH, INC.",Transportation,Warehousing and Support Activities for Transportation,121.012945,14.547014,"14.547014,121.012945"
NCR,Metro Manila,MILLENIUM OCEAN STAR CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.0119715,14.493742,"14.493742,121.0119715"
NCR,Metro Manila,MILLENIUM OCEAN STAR CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.0119715,14.493742,"14.493742,121.0119715"
NCR,Metro Manila,"ZILOG ELECTRONICS PHILIPPINES, INC. - WAREHOUSING DIVISION",Transportation,Warehousing and Support Activities for Transportation,121.0117857,14.4683361,"14.4683361,121.0117857"
NCR,Metro Manila,MBT CUSTOMS BROKERAGE,Transportation,Warehousing and Support Activities for Transportation,121.0115931,14.5645657,"14.5645657,121.0115931"
NCR,Metro Manila,"SYN EXPEDITORS INTERNATIONAL, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0111523,14.5454436,"14.5454436,121.0111523"
NCR,Metro Manila,"QUICKPAK LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0106279,14.5458473,"14.5458473,121.0106279"
NCR,Metro Manila,"ASIAN FREEPORTS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.010296,14.546528,"14.546528,121.010296"
NCR,Metro Manila,"HAPAG-LLOYD PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0101905,14.5573785,"14.5573785,121.0101905"
NCR,Metro Manila,"SCI FREIGHT BROKERAGE, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0098865,14.5474901,"14.5474901,121.0098865"
NCR,Metro Manila,S.P.A. TRANSPORT SERVICES,Transportation,Land Transport and Transport Via Pipelines,121.009795,14.530742,"14.530742,121.009795"
NCR,Metro Manila,"THE NEW PHILIPPINE SKYLANDERS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0097622,14.5076166,"14.5076166,121.0097622"
NCR,Metro Manila,WINGSPEED SHIPPING CORP.,Transportation,Warehousing and Support Activities for Transportation,121.0096392,14.4752335,"14.4752335,121.0096392"
NCR,Metro Manila,"PHILIPPINE HONGFEI LOGISTICS GROUP OF COMPANIES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0093157,14.4891781,"14.4891781,121.0093157"
NCR,Metro Manila,YHK INTERNATIONAL LOGISTICS CORP.,Transportation,Warehousing and Support Activities for Transportation,121.0092809,14.713654,"14.713654,121.0092809"
NCR,Metro Manila,"JM PROCESSING & FREEZING SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0091956,14.55394477,"14.5539447705027,121.009195627983"
NCR,Metro Manila,OCEAN COAST SHIPPING CORPORATION,Transportation,Water Transport,121.0091732,14.647677,"14.647677,121.0091732"
NCR,Metro Manila,"PURCIA TRANSPORT SYSTEM, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0088178,14.4630745,"14.4630745,121.0088178"
NCR,Metro Manila,"U-FREIGHT PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0086809,14.5088504,"14.5088504,121.0086809"
NCR,Metro Manila,"JM PROCESSING & FREEZING SERVICES, INC. - BR. II",Transportation,Warehousing and Support Activities for Transportation,121.0086386,14.55468333,"14.5546833302253,121.008638638039"
NCR,Metro Manila,WERDENBERG INTERNATIONAL CORP.,Transportation,Warehousing and Support Activities for Transportation,121.008627,14.5604102,"14.5604102,121.008627"
NCR,Metro Manila,WERDENBERG INTERNATIONAL CORP.,Transportation,Warehousing and Support Activities for Transportation,121.008627,14.5604102,"14.5604102,121.008627"
NCR,Metro Manila,"CEBU ASIANA LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0083983,14.6096454,"14.6096454,121.0083983"
NCR,Metro Manila,"JM PROCESSING & FREEZING SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0080798,14.55371631,"14.5537163099911,121.008079829049"
NCR,Metro Manila,"CLEVELAND INDUSTRIES, INC.",Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.007916,14.6304374,"14.6304374,121.007916"
NCR,Metro Manila,"PEOPLE'S AIRCARGO & WAREHOUSING CO., INC.",Transportation,Warehousing and Support Activities for Transportation,121.007697,14.513268,"14.513268,121.007697"
NCR,Metro Manila,E2 LOGISTICS PHILIPPINES INC.,Transportation,Warehousing and Support Activities for Transportation,121.0072522,14.456511,"14.456511,121.0072522"
NCR,Metro Manila,ASPAC INTERNATIONAL INC.,Transportation,Warehousing and Support Activities for Transportation,121.0071949,14.4994219,"14.4994219,121.0071949"
NCR,Metro Manila,"MSTAR SHIP AGENCIES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0069633,14.5806271,"14.5806271,121.0069633"
NCR,Metro Manila,"CHENVEL SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0067875,14.6989965,"14.6989965,121.0067875"
NCR,Metro Manila,"MARKETING PROPONENTS, INC.",Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.006773,14.661161,"14.661161,121.006773"
NCR,Metro Manila,AM FIRST CORPORATION,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.005745,14.607151,"14.607151,121.005745"
NCR,Metro Manila,"UNIFREIGHT CARGO SYSTEMS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0055291,14.5089315,"14.5089315,121.0055291"
NCR,Metro Manila,MLBP CARGO MOVERS,Transportation,Warehousing and Support Activities for Transportation,121.0054355,14.5754855,"14.5754855,121.0054355"
NCR,Metro Manila,TRI-S EAGLE EXPRESS INC.,Transportation,Warehousing and Support Activities for Transportation,121.0051632,14.5118712,"14.5118712,121.0051632"
NCR,Metro Manila,"FRONT CARGO FORWARDERS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0049787,14.616445,"14.616445,121.0049787"
NCR,Metro Manila,"TOSEN FOODS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0049415,14.6654602,"14.6654602,121.0049415"
NCR,Metro Manila,SHIPCO TRANSPORT PHILS. INC.,Transportation,Warehousing and Support Activities for Transportation,121.0048191,14.5617576,"14.5617576,121.0048191"
NCR,Metro Manila,GOODWAY MARKETING CORPORATION,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.0047875,14.664943,"14.664943,121.0047875"
NCR,Metro Manila,FAD BAMBOO STORE,Retail,"Retail Trade, Except of Motor Vehicles and Motorcycles",121.0047632,14.6017845,"14.6017845,121.0047632"
NCR,Metro Manila,SCANWELL LOGISTICS PHILS. INC.,Transportation,Warehousing and Support Activities for Transportation,121.0044634,14.4728637,"14.4728637,121.0044634"
NCR,Metro Manila,"QUICKTRANS CARGO MOVING, INC.",Transportation,Warehousing and Support Activities for Transportation,121.004127,14.577105,"14.577105,121.004127"
NCR,Metro Manila,"MUTUAL FORTUNE EXPRESS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0038127,14.6137785,"14.6137785,121.0038127"
NCR,Metro Manila,NEW DYNASTY INTERNATIONAL INC.,Transportation,Warehousing and Support Activities for Transportation,121.003458,14.5283196,"14.5283196,121.003458"
NCR,Metro Manila,FIRST GLOBAL INTEGRATED INSURANCE AGENCY INC.,Transportation,Warehousing and Support Activities for Transportation,121.0034454,14.5555838,"14.5555838,121.0034454"
NCR,Metro Manila,"MLA WORLD TRANSPORT, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0033975,14.5514682,"14.5514682,121.0033975"
NCR,Metro Manila,"TECHNOTRANS EXPRESSS LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.003326,14.5629413,"14.5629413,121.003326"
NCR,Metro Manila,"THE RIGGING CO., LTD.",Transportation,Land Transport and Transport Via Pipelines,121.0030953,14.5352699,"14.5352699,121.0030953"
NCR,Metro Manila,"UTI GLOBAL LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0025383,14.5080594,"14.5080594,121.0025383"
NCR,Metro Manila,QUICKFLO FORWARDERS INC.,Transportation,Warehousing and Support Activities for Transportation,121.0024994,14.4942864,"14.4942864,121.0024994"
NCR,Metro Manila,"COUNTERFLOW MOVERS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.002476,14.5524695,"14.5524695,121.002476"
NCR,Metro Manila,"AEROWORLD LOGISTICS PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0024413,14.4726279,"14.4726279,121.0024413"
NCR,Metro Manila,"FILLRIGHT, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0024129,14.5627188,"14.5627188,121.0024129"
NCR,Metro Manila,MAXIMA LOGISTICS,Transportation,Warehousing and Support Activities for Transportation,121.0018796,14.5514498,"14.5514498,121.0018796"
NCR,Metro Manila,"KORCHINA LOGISTICS PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.001732,14.4947906,"14.4947906,121.001732"
NCR,Metro Manila,"PINNACLE INTERNATIONAL FORWARDERS & BROKERS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0016736,14.51740653,"14.5174065325631,121.001673626984"
NCR,Metro Manila,"ONE STOP LOGISTICS SOLUTIONS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0016384,14.6952595,"14.6952595,121.0016384"
NCR,Metro Manila,"NETWORX GLOBAL LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0015855,14.494818,"14.494818,121.0015855"
NCR,Metro Manila,SKY LOAD INC.,Transportation,Warehousing and Support Activities for Transportation,121.0013809,14.5377512,"14.5377512,121.0013809"
NCR,Metro Manila,"4 CAST LOGISTICS CO., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0013809,14.5377512,"14.5377512,121.0013809"
NCR,Metro Manila,TL FORWARDING SERVICE PHLIPPINES CORP.,Transportation,Warehousing and Support Activities for Transportation,121.0013492,14.5077215,"14.5077215,121.0013492"
NCR,Metro Manila,AMERICAN FREIGHT FORWARDERS INC.,Transportation,Warehousing and Support Activities for Transportation,121.001187,14.496363,"14.496363,121.001187"
NCR,Metro Manila,EMIRATES SKYCARGO,Transportation,Air Transport,121.0010778,14.5046246,"14.5046246,121.0010778"
NCR,Metro Manila,"PHILIPPINE AIRPORT GROUND SUPPORT SOLUTIONS, INC",Transportation,Warehousing and Support Activities for Transportation,121.0010778,14.5046246,"14.5046246,121.0010778"
NCR,Metro Manila,"AIRTROPOLIS CONSOLIDATOR PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.0010778,14.5046246,"14.5046246,121.0010778"
NCR,Metro Manila,TRUE NORTH GSA INC. - AIR LOGISTICS GROUP,Transportation,Warehousing and Support Activities for Transportation,121.0010032,14.506523,"14.506523,121.0010032"
NCR,Metro Manila,EXCEL CARGO SYSTEMS INC.,Transportation,Warehousing and Support Activities for Transportation,121.0009289,14.5075863,"14.5075863,121.0009289"
NCR,Metro Manila,"PEAK FREIGHT SOLUTIONS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0009289,14.5075863,"14.5075863,121.0009289"
NCR,Metro Manila,"PRIME ALLIANCE GLOBAL LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0007924,14.4962994,"14.4962994,121.0007924"
NCR,Metro Manila,"DEXTRANS WORLDWIDE PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.0007706,14.5026205,"14.5026205,121.0007706"
NCR,Metro Manila,POLARIS STEEL CORPORATION,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.0006614,14.715883,"14.715883,121.0006614"
NCR,Metro Manila,"SEAHAWK TRANSPORT, INC.",Transportation,Warehousing and Support Activities for Transportation,121.000609,14.496065,"14.496065,121.000609"
NCR,Metro Manila,"MCC TRANSPORT PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.000576,14.538154,"14.538154,121.000576"
NCR,Metro Manila,LIBCAP MARKETING CORP.,Transportation,Warehousing and Support Activities for Transportation,121.0005412,14.5161638,"14.5161638,121.0005412"
NCR,Metro Manila,"UNIVERSAL MILL SUPPLY CO., INC.",Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.0003427,14.6168244,"14.6168244,121.0003427"
NCR,Metro Manila,"AIT GLOBAL TRADERS, INC.",Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.0002703,14.6979344,"14.6979344,121.0002703"
NCR,Metro Manila,FASTLINK HANDLERS & BROKERAGE CORP.,Transportation,Warehousing and Support Activities for Transportation,121.0000719,14.523272,"14.523272,121.0000719"
NCR,Metro Manila,E.V. DIAZ BROKERAGE INC.,Transportation,Warehousing and Support Activities for Transportation,120.9998025,14.5161121,"14.5161121,120.9998025"
NCR,Metro Manila,SOONEST GLOBAL EXPRESS CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9997619,14.467077,"14.467077,120.9997619"
NCR,Metro Manila,GRESON INDUSTRIAL SALES CORP.,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",120.9997031,14.7193875,"14.7193875,120.9997031"
NCR,Metro Manila,"NEXTRANS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9996132,14.5034159,"14.5034159,120.9996132"
NCR,Metro Manila,MANILA STELLAR FOOD TRADERS INC. - PANADEROS,Transportation,Warehousing and Support Activities for Transportation,120.9995962,14.5742893,"14.5742893,120.9995962"
NCR,Metro Manila,MANILA STELLAR FOOD TRADERS INC. - PANADEROS,Transportation,Warehousing and Support Activities for Transportation,120.9995962,14.5742893,"14.5742893,120.9995962"
NCR,Metro Manila,"WINDFREIGHT EXPRESS TOTAL LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9995663,14.5033352,"14.5033352,120.9995663"
NCR,Metro Manila,A.T.E. FREIGHT PHILS. INC.,Transportation,Warehousing and Support Activities for Transportation,120.9995227,14.5161628,"14.5161628,120.9995227"
NCR,Metro Manila,TNL EXPRESS WORLDWIDE CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9995153,14.516807,"14.516807,120.9995153"
NCR,Metro Manila,RDM LOGISTICS EXPRESS,Transportation,Warehousing and Support Activities for Transportation,120.9994873,14.4740761,"14.4740761,120.9994873"
NCR,Metro Manila,JCIB EXPRESS CARGO MOVERS CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9994292,14.7066896,"14.7066896,120.9994292"
NCR,Metro Manila,GRM INTERNATIONAL INC.,Transportation,Warehousing and Support Activities for Transportation,120.9993524,14.5028768,"14.5028768,120.9993524"
NCR,Metro Manila,"LCSN EXPRESS MOVERS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9992409,14.4665988,"14.4665988,120.9992409"
NCR,Metro Manila,ALL FLAG LOGISTICS  INC.,Transportation,Warehousing and Support Activities for Transportation,120.99906,14.5106871,"14.5106871,120.99906"
NCR,Metro Manila,ACTIVAIR INC.,Transportation,Warehousing and Support Activities for Transportation,120.9990066,14.5161089,"14.5161089,120.9990066"
NCR,Metro Manila,"TRANSPACIFIC INTERNATIONAL CONSOLIDATORS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9990049,14.510464,"14.510464,120.9990049"
NCR,Metro Manila,PAK-PRIME LOGISTICS INTERNATIONAL INC.,Transportation,Warehousing and Support Activities for Transportation,120.998783,14.468568,"14.468568,120.998783"
NCR,Metro Manila,WEN -PARKER LOGISTICS PHILS. CO. LTD. INC.,Transportation,Warehousing and Support Activities for Transportation,120.9986706,14.4690242,"14.4690242,120.9986706"
NCR,Metro Manila,"SFS GLOBAL LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9985774,14.5091719,"14.5091719,120.9985774"
NCR,Metro Manila,RM POSADAS FREIGHT CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9984647,14.4710654,"14.4710654,120.9984647"
NCR,Metro Manila,BETA EXPRESS INTERNATIONAL CARGO INC.,Transportation,Warehousing and Support Activities for Transportation,120.9984449,14.5657985,"14.5657985,120.9984449"
NCR,Metro Manila,ROYAL CARGO INC.,Transportation,Warehousing and Support Activities for Transportation,120.9981534,14.5118404,"14.5118404,120.9981534"
NCR,Metro Manila,"TMW WORLDWIDE EXPRESS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9980978,14.5107531,"14.5107531,120.9980978"
NCR,Metro Manila,AIRSPEED INTERNATIONAL CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9980817,14.5083378,"14.5083378,120.9980817"
NCR,Metro Manila,TRANSGLOBE LOGISTICS INTERNATIONAL,Transportation,Warehousing and Support Activities for Transportation,120.9980412,14.5100009,"14.5100009,120.9980412"
NCR,Metro Manila,PARK AVENUE HARDWARE,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",120.9980368,14.5406306,"14.5406306,120.9980368"
NCR,Metro Manila,MALVAR CARGO EXPRESS,Transportation,Warehousing and Support Activities for Transportation,120.9980324,14.4684865,"14.4684865,120.9980324"
NCR,Metro Manila,EMCS PHILS. INC.,Transportation,Warehousing and Support Activities for Transportation,120.9978954,14.4989222,"14.4989222,120.9978954"
NCR,Metro Manila,"CADANO CARGO TRANSPORT SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9977224,14.5375126,"14.5375126,120.9977224"
NCR,Metro Manila,ERS INTERNATIONAL FREIGHT FORWARDING CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9977146,14.4799676,"14.4799676,120.9977146"
NCR,Metro Manila,CARGO DOMINANT WORLDWIDE LOGISTICS,Transportation,Warehousing and Support Activities for Transportation,120.9977012,14.5511038,"14.5511038,120.9977012"
NCR,Metro Manila,"SAPPHIRE CARGO MOVERS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.99767,14.4689193,"14.4689193,120.99767"
NCR,Metro Manila,ULTIMATE STAR INT'L. CARGO SERVICES INC.,Transportation,Water Transport,120.9975973,14.6036839,"14.6036839,120.9975973"
NCR,Metro Manila,MARK DAVIES INTERNATIONAL CORP. PHILS.,Transportation,Warehousing and Support Activities for Transportation,120.9974497,14.4220682,"14.4220682,120.9974497"
NCR,Metro Manila,PCJ CUSTOMS BROKERAGE,Transportation,Warehousing and Support Activities for Transportation,120.9974066,14.5174121,"14.5174121,120.9974066"
NCR,Metro Manila,"INTERNATIONAL CONSOLIDATOR PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9973784,14.4992741,"14.4992741,120.9973784"
NCR,Metro Manila,ALL-TO CUSTOMS BROKERAGE & FREIGHT CORP.,Transportation,Warehousing and Support Activities for Transportation,120.997277,14.5173914,"14.5173914,120.997277"
NCR,Metro Manila,"EAGLE EXPRESS LINES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.997277,14.499697,"14.499697,120.997277"
NCR,Metro Manila,AWARDS CARGO AGENCY PHILS.,Transportation,Warehousing and Support Activities for Transportation,120.997271,14.499574,"14.499574,120.997271"
NCR,Metro Manila,"ROADWAT SHIPPINNG & ALLIED SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.997221,14.52316628,"14.5231662788194,120.9972210107"
NCR,Metro Manila,TOTAL LINE LOGISTICS CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9971801,14.6334529,"14.6334529,120.9971801"
NCR,Metro Manila,UPS DELBROS INTERNATIONAL EXPRESS LTD. INC.,Transportation,Warehousing and Support Activities for Transportation,120.9971366,14.5102904,"14.5102904,120.9971366"
NCR,Metro Manila,LUCKY ASIA INT'L TRADING CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.9971174,14.5108076,"14.5108076,120.9971174"
NCR,Metro Manila,LUCKY ASIA INT'L TRADING CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.9971174,14.5108076,"14.5108076,120.9971174"
NCR,Metro Manila,"FAST INFO LINK CARGO, INC.",Transportation,Warehousing and Support Activities for Transportation,120.997108,14.499536,"14.499536,120.997108"
NCR,Metro Manila,EXPLORE TRANSPORT CORP.,Transportation,Land Transport and Transport Via Pipelines,120.9970292,14.5771435,"14.5771435,120.9970292"
NCR,Metro Manila,"FAIRLIFT INTERNATIONAL LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9969221,14.4693874,"14.4693874,120.9969221"
NCR,Metro Manila,"SKYTRADERS CARGO INTERNATIONAL, INC.",Transportation,Warehousing and Support Activities for Transportation,120.996898,14.517342,"14.517342,120.996898"
NCR,Metro Manila,"NAF GLOBAL, INC.",Transportation,Warehousing and Support Activities for Transportation,120.996824,14.4995488,"14.4995488,120.996824"
NCR,Metro Manila,"XENGLISHIP, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9967978,14.5248411,"14.5248411,120.9967978"
NCR,Metro Manila,"SEA-JET INTERNATIONAL FORWARDERS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9967557,14.4996376,"14.4996376,120.9967557"
NCR,Metro Manila,"INTERNATIONAL FREIGHT FORWARDERS PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.996745,14.517417,"14.517417,120.996745"
NCR,Metro Manila,QUICK & FAST INT'L. LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,120.9965921,14.4993475,"14.4993475029149,120.996592136187"
NCR,Metro Manila,"NEW CENTURY CONSOLIDATION, INC.",Transportation,Warehousing and Support Activities for Transportation,120.996575,14.5000779,"14.5000779,120.996575"
NCR,Metro Manila,MOVE IT MULTIMODAL TRANSPORT AND LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,120.9964755,14.4993616,"14.4993616,120.9964755"
NCR,Metro Manila,"KLYDES INT'L. LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.996467,14.4638389,"14.4638389,120.996467"
NCR,Metro Manila,MONJIES TRUCKING,Transportation,Land Transport and Transport Via Pipelines,120.9964484,14.4223229,"14.4223229,120.9964484"
NCR,Metro Manila,2888 VIGOUR INT'L LOGISTICS SERVICES CO.,Transportation,Warehousing and Support Activities for Transportation,120.9964189,14.6862619,"14.6862619,120.9964189"
NCR,Metro Manila,"DELTA 1 TRADING AND LOGISTICS SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9964189,14.6862619,"14.6862619,120.9964189"
NCR,Metro Manila,GOLDMINES TRANSPORT CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9963681,14.5181253,"14.5181253,120.9963681"
